	Gene
1595	ATP6V1F
1596	ATP6V1G1
1597	ATP6V1G2
1598	ATP6V1G3
1599	ATP6V1H
1600	ATP7A
1601	ATP7B
1602	ATP8A1
1603	ATP8A2
1604	ATP8B1
1605	ATP8B2
1606	ATP8B3
1607	ATP8B4
1608	ATP9A
1609	ATP9B
1610	ATPAF1
1611	ATPAF2
1612	ATPIF1
1613	ATR
1614	ATRAID
1615	ATRIP
1616	ATRN
1617	ATRNL1
1618	ATRX
1619	ATXN1
1620	ATXN10
1621	ATXN1L
1622	ATXN2
1623	ATXN2L
1624	ATXN3
1625	ATXN3L
1626	ATXN7
1627	ATXN7L1
1628	ATXN7L2
1629	ATXN7L3
1630	ATXN7L3B
1631	AUH
1632	AUNIP
1633	AUP1
1634	AURKA
1635	AURKAIP1
1636	AURKB
1637	AURKC
1638	AUTS2
1639	AVEN
1640	AVIL
1641	AVL9
1642	AVP
1643	AVPI1
1644	AVPR1A
1645	AVPR1B
1646	AVPR2
1647	AWAT1
1648	AWAT2
1649	AXDND1
1650	AXIN1
1651	AXIN2
1652	AXL
1653	AZGP1
1654	AZI2
1655	AZIN1
1656	AZIN2
1657	AZU1
1658	B2M
1659	B3GALNT1
1660	B3GALNT2
1661	B3GALT1
1662	B3GALT2
1663	B3GALT4
1664	B3GALT5
1665	B3GALT6
1666	B3GAT1
1667	B3GAT2
1668	B3GAT3
1669	B3GLCT
1670	B3GNT2
1671	B3GNT3
1672	B3GNT4
1673	B3GNT5
1674	B3GNT6
1675	B3GNT7
1676	B3GNT8
1677	B3GNT9
1678	B3GNTL1
1679	B4GALNT1
1680	B4GALNT2
1681	B4GALNT3
1682	B4GALNT4
1683	B4GALT1
1684	B4GALT2
1685	B4GALT3
1686	B4GALT4
1687	B4GALT5
1688	B4GALT6
1689	B4GALT7
1690	B4GAT1
1691	B9D1
1692	B9D2
1693	BAALC
1694	BAAT
1695	BABAM1
1696	BACE1
1697	BACE2
1698	BACH1
1699	BACH2
1700	BAD
1701	BAG1
1702	BAG2
1703	BAG3
1704	BAG4
1705	BAG5
1706	BAG6
1707	BAGE5
1708	BAHCC1
1709	BAHD1
1710	BAIAP2
1711	BAIAP2L1
1712	BAIAP2L2
1713	BAIAP3
1714	BAK1
1715	BAMBI
1716	BANF1
1717	BANF2
1718	BANK1
1719	BANP
1720	BAP1
1721	BARD1
1722	BARHL1
1723	BARHL2
1724	BARX1
1725	BARX2
1726	BASP1
1727	BATF
1728	BATF2
1729	BATF3
1730	BAX
1731	BAZ1A
1732	BAZ1B
1733	BAZ2A
1734	BAZ2B
1735	BBC3
1736	BBIP1
1737	BBOX1
1738	BBS1
1739	BBS10
1740	BBS12
1741	BBS2
1742	BBS4
1743	BBS5
1744	BBS7
1745	BBS9
1746	BBX
1747	BCAM
1748	BCAN
1749	BCAP29
1750	BCAP31
1751	BCAR1
1752	BCAR3
1753	BCAS1
1754	BCAS2
1755	BCAS3
1756	BCAS4
1757	BCAT1
1758	BCAT2
1759	BCCIP
1760	BCDIN3D
1761	BCHE
1762	BCKDHA
1763	BCKDHB
1764	BCKDK
1765	BCL10
1766	BCL11A
1767	BCL11B
1768	BCL2
1769	BCL2A1
1770	BCL2L1
1771	BCL2L10
1772	BCL2L11
1773	BCL2L12
1774	BCL2L13
1775	BCL2L14
1776	BCL2L15
1777	BCL2L2
1778	BCL2L2-PABPN1
1779	BCL3
1780	BCL6
1781	BCL6B
1782	BCL7A
1783	BCL7B
1784	BCL7C
1785	BCL9
1786	BCL9L
1787	BCLAF1
1788	BCO1
1789	BCO2
1790	BCOR
1791	BCORL1
1792	BCR
1793	BCS1L
1794	BDH1
1795	BDH2
1796	BDKRB1
1797	BDKRB2
1798	BDNF
1799	BDP1
1800	BEAN1
1801	BECN1
1802	BECN2
1803	BEGAIN
1804	BEND2
1805	BEND3
1806	BEND4
1807	BEND5
1808	BEND6
1809	BEND7
1810	BEST1
1811	BEST2
1812	BEST3
1813	BEST4
1814	BET1
1815	BET1L
1816	BEX1
1817	BEX2
1818	BEX4
1819	BEX5
1820	BFAR
1821	BFSP1
1822	BFSP2
1823	BGLAP
1824	BGN
1825	BHLHA15
1826	BHLHA9
1827	BHLHB9
1828	BHLHE22
1829	BHLHE23
1830	BHLHE40
1831	BHLHE41
1832	BHMG1
1833	BHMT
1834	BHMT2
1835	BICC1
1836	BICD1
1837	BICD2
1838	BID
1839	BIK
1840	BIN1
1841	BIN2
1842	BIN3
1843	BIRC2
1844	BIRC3
1845	BIRC5
1846	BIRC6
1847	BIRC7
1848	BIRC8
1849	BIVM
1850	BIVM-ERCC5
1851	BLACE
1852	BLCAP
1853	BLID
1854	BLK
1855	BLM
1856	BLMH
1857	BLNK
1858	BLOC1S1
1859	BLOC1S2
1860	BLOC1S3
1861	BLOC1S4
1862	BLOC1S5
1863	BLOC1S5-TXNDC5
1864	BLOC1S6
1865	BLVRA
1866	BLVRB
1867	BLZF1
1868	BMF
1869	BMI1
1870	BMP1
1871	BMP10
1872	BMP15
1873	BMP2
1874	BMP2K
1875	BMP3
1876	BMP4
1877	BMP5
1878	BMP6
1879	BMP7
1880	BMP8A
1881	BMP8B
1882	BMPER
1883	BMPR1A
1884	BMPR1B
1885	BMPR2
1886	BMS1
1887	BMX
1888	BNC1
1889	BNC2
1890	BNIP1
1891	BNIP2
1892	BNIP3
1893	BNIP3L
1894	BNIPL
1895	BOC
1896	BOD1
1897	BOD1L1
1898	BOD1L2
1899	BOK
1900	BOLA1
1901	BOLA2
1902	BOLA2B
1903	BOLA3
1904	BOLL
1905	BOP1
1906	BORA
1907	BPGM
1908	BPHL
1909	BPI
1910	BPIFA1
1911	BPIFA2
1912	BPIFA3
1913	BPIFB1
1914	BPIFB2
1915	BPIFB3
1916	BPIFB4
1917	BPIFB6
1918	BPIFC
1919	BPNT1
1920	BPTF
1921	BPY2
1922	BPY2B
1923	BPY2C
1924	BRAF
1925	BRAP
1926	BRAT1
1927	BRCA1
1928	BRCA2
1929	BRCC3
1930	BRD1
1931	BRD2
1932	BRD3
1933	BRD4
1934	BRD7
1935	BRD8
1936	BRD9
1937	BRDT
1938	BRE
1939	BRF1
1940	BRF2
1941	BRI3
1942	BRI3BP
1943	BRICD5
1944	BRINP1
1945	BRINP2
1946	BRINP3
1947	BRIP1
1948	BRIX1
1949	BRK1
1950	BRMS1
1951	BRMS1L
1952	BROX
1953	BRPF1
1954	BRPF3
1955	BRS3
1956	BRSK1
1957	BRSK2
1958	BRWD1
1959	BRWD3
1960	BSCL2
1961	BSDC1
1962	BSG
1963	BSN
1964	BSND
1965	BSPH1
1966	BSPRY
1967	BST1
1968	BST2
1969	BSX
1970	BTAF1
1971	BTBD1
1972	BTBD10
1973	BTBD11
1974	BTBD16
1975	BTBD17
1976	BTBD18
1977	BTBD19
1978	BTBD2
1979	BTBD3
1980	BTBD6
1981	BTBD7
1982	BTBD8
1983	BTBD9
1984	BTC
1985	BTD
1986	BTF3
1987	BTF3L4
1988	BTG1
1989	BTG2
1990	BTG3
1991	BTG4
1992	BTK
1993	BTLA
1994	BTN1A1
1995	BTN2A1
1996	BTN2A2
1997	BTN3A1
1998	BTN3A2
1999	BTN3A3
2000	BTNL2
2001	BTNL3
2002	BTNL8
2003	BTNL9
2004	BTRC
2005	BUB1
2006	BUB1B
2007	BUB3
2008	BUD13
2009	BUD31
2010	BVES
2011	BX004987.4
2012	BX072566.1
2013	BX248413.1
2014	BYSL
2015	BZRAP1
2016	BZW1
2017	BZW2
2018	C10orf10
2019	C10orf105
2020	C10orf107
2021	C10orf11
2022	C10orf113
2023	C10orf12
2024	C10orf120
2025	C10orf128
2026	C10orf131
2027	C10orf142
2028	C10orf2
2029	C10orf32
2030	C10orf35
2031	C10orf53
2032	C10orf54
2033	C10orf55
2034	C10orf62
2035	C10orf67
2036	C10orf71
2037	C10orf76
2038	C10orf82
2039	C10orf88
2040	C10orf90
2041	C10orf99
2042	C11orf1
2043	C11orf16
2044	C11orf21
2045	C11orf24
2046	C11orf30
2047	C11orf31
2048	C11orf40
2049	C11orf42
2050	C11orf45
2051	C11orf49
2052	C11orf52
2053	C11orf53
2054	C11orf54
2055	C11orf57
2056	C11orf58
2057	C11orf63
2058	C11orf65
2059	C11orf68
2060	C11orf70
2061	C11orf71
2062	C11orf73
2063	C11orf74
2064	C11orf80
2065	C11orf84
2066	C11orf85
2067	C11orf86
2068	C11orf87
2069	C11orf88
2070	C11orf91
2071	C11orf94
2072	C11orf95
2073	C11orf96
2074	C11orf98
2075	C12orf10
2076	C12orf29
2077	C12orf4
2078	C12orf40
2079	C12orf42
2080	C12orf43
2081	C12orf45
2082	C12orf49
2083	C12orf50
2084	C12orf54
2085	C12orf56
2086	C12orf57
2087	C12orf60
2088	C12orf65
2089	C12orf66
2090	C12orf71
2091	C12orf73
2092	C12orf74
2093	C12orf75
2094	C12orf76
2095	C12orf79
2096	C14orf1
2097	C14orf105
2098	C14orf119
2099	C14orf142
2100	C14orf159
2101	C14orf166
2102	C14orf169
2103	C14orf177
2104	C14orf178
2105	C14orf180
2106	C14orf2
2107	C14orf28
2108	C14orf37
2109	C14orf39
2110	C14orf79
2111	C14orf80
2112	C14orf93
2113	C15orf26
2114	C15orf27
2115	C15orf38-AP3S2
2116	C15orf39
2117	C15orf40
2118	C15orf41
2119	C15orf43
2120	C15orf48
2121	C15orf52
2122	C15orf53
2123	C15orf57
2124	C15orf59
2125	C15orf61
2126	C15orf62
2127	C15orf65
2128	C16orf13
2129	C16orf45
2130	C16orf46
2131	C16orf52
2132	C16orf54
2133	C16orf58
2134	C16orf59
2135	C16orf62
2136	C16orf70
2137	C16orf71
2138	C16orf72
2139	C16orf74
2140	C16orf78
2141	C16orf86
2142	C16orf87
2143	C16orf89
2144	C16orf90
2145	C16orf91
2146	C16orf92
2147	C16orf93
2148	C16orf95
2149	C16orf96
2150	C17orf100
2151	C17orf104
2152	C17orf105
2153	C17orf107
2154	C17orf47
2155	C17orf49
2156	C17orf50
2157	C17orf51
2158	C17orf53
2159	C17orf58
2160	C17orf59
2161	C17orf62
2162	C17orf64
2163	C17orf67
2164	C17orf74
2165	C17orf75
2166	C17orf78
2167	C17orf80
2168	C17orf85
2169	C17orf89
2170	C17orf96
2171	C17orf97
2172	C17orf98
2173	C17orf99
2174	C18orf21
2175	C18orf25
2176	C18orf32
2177	C18orf42
2178	C18orf54
2179	C18orf63
2180	C18orf8
2181	C19orf12
2182	C19orf18
2183	C19orf24
2184	C19orf25
2185	C19orf26
2186	C19orf33
2187	C19orf35
2188	C19orf38
2189	C19orf43
2190	C19orf44
2191	C19orf45
2192	C19orf47
2193	C19orf48
2194	C19orf52
2195	C19orf53
2196	C19orf54
2197	C19orf57
2198	C19orf60
2199	C19orf66
2200	C19orf67
2201	C19orf68
2202	C19orf70
2203	C19orf71
2204	C19orf73
2205	C19orf80
2206	C19orf81
2207	C19orf84
2208	C1D
2209	C1GALT1
2210	C1GALT1C1
2211	C1QA
2212	C1QB
2213	C1QBP
2214	C1QC
2215	C1QL1
2216	C1QL2
2217	C1QL3
2218	C1QL4
2219	C1QTNF1
2220	C1QTNF2
2221	C1QTNF3
2222	C1QTNF4
2223	C1QTNF5
2224	C1QTNF6
2225	C1QTNF7
2226	C1QTNF8
2227	C1QTNF9
2228	C1QTNF9B
2229	C1QTNF9B-AS1
2230	C1R
2231	C1RL
2232	C1S
2233	C1orf100
2234	C1orf101
2235	C1orf105
2236	C1orf106
2237	C1orf109
2238	C1orf110
2239	C1orf111
2240	C1orf112
2241	C1orf115
2242	C1orf116
2243	C1orf122
2244	C1orf123
2245	C1orf127
2246	C1orf131
2247	C1orf141
2248	C1orf145
2249	C1orf146
2250	C1orf158
2251	C1orf159
2252	C1orf162
2253	C1orf167
2254	C1orf168
2255	C1orf174
2256	C1orf177
2257	C1orf185
2258	C1orf186
2259	C1orf189
2260	C1orf194
2261	C1orf198
2262	C1orf204
2263	C1orf21
2264	C1orf210
2265	C1orf216
2266	C1orf226
2267	C1orf228
2268	C1orf233
2269	C1orf234
2270	C1orf27
2271	C1orf35
2272	C1orf43
2273	C1orf50
2274	C1orf52
2275	C1orf53
2276	C1orf54
2277	C1orf56
2278	C1orf61
2279	C1orf64
2280	C1orf68
2281	C1orf74
2282	C1orf87
2283	C1orf94
2284	C1orf95
2285	C2
2286	C20orf141
2287	C20orf144
2288	C20orf173
2289	C20orf194
2290	C20orf195
2291	C20orf196
2292	C20orf202
2293	C20orf24
2294	C20orf27
2295	C20orf62
2296	C20orf85
2297	C20orf96
2298	C21orf140
2299	C21orf2
2300	C21orf33
2301	C21orf58
2302	C21orf59
2303	C21orf62
2304	C21orf62-AS1
2305	C21orf91
2306	C22orf15
2307	C22orf23
2308	C22orf29
2309	C22orf31
2310	C22orf39
2311	C22orf42
2312	C22orf46
2313	C2CD2
2314	C2CD2L
2315	C2CD3
2316	C2CD4A
2317	C2CD4B
2318	C2CD4C
2319	C2CD4D
2320	C2CD5
2321	C2orf15
2322	C2orf16
2323	C2orf40
2324	C2orf42
2325	C2orf44
2326	C2orf47
2327	C2orf49
2328	C2orf50
2329	C2orf54
2330	C2orf57
2331	C2orf61
2332	C2orf66
2333	C2orf68
2334	C2orf69
2335	C2orf70
2336	C2orf71
2337	C2orf72
2338	C2orf73
2339	C2orf74
2340	C2orf76
2341	C2orf78
2342	C2orf80
2343	C2orf81
2344	C2orf82
2345	C2orf83
2346	C2orf88
2347	C2orf91
2348	C3
2349	C3AR1
2350	C3orf14
2351	C3orf17
2352	C3orf18
2353	C3orf20
2354	C3orf22
2355	C3orf30
2356	C3orf33
2357	C3orf36
2358	C3orf38
2359	C3orf49
2360	C3orf52
2361	C3orf58
2362	C3orf62
2363	C3orf67
2364	C3orf70
2365	C3orf80
2366	C3orf84
2367	C4A
2368	C4B
2369	C4BPA
2370	C4BPB
2371	C4B_2
2372	C4orf17
2373	C4orf19
2374	C4orf22
2375	C4orf26
2376	C4orf27
2377	C4orf29
2378	C4orf3
2379	C4orf32
2380	C4orf33
2381	C4orf36
2382	C4orf45
2383	C4orf46
2384	C4orf47
2385	C4orf48
2386	C4orf50
2387	C4orf51
2388	C5
2389	C5AR1
2390	C5AR2
2391	C5orf15
2392	C5orf22
2393	C5orf24
2394	C5orf28
2395	C5orf30
2396	C5orf34
2397	C5orf38
2398	C5orf42
2399	C5orf45
2400	C5orf46
2401	C5orf47
2402	C5orf49
2403	C5orf51
2404	C5orf52
2405	C5orf56
2406	C5orf63
2407	C5orf67
2408	C6
2409	C6orf1
2410	C6orf10
2411	C6orf106
2412	C6orf118
2413	C6orf120
2414	C6orf132
2415	C6orf136
2416	C6orf141
2417	C6orf15
2418	C6orf163
2419	C6orf165
2420	C6orf201
2421	C6orf203
2422	C6orf205
2423	C6orf222
2424	C6orf223
2425	C6orf226
2426	C6orf229
2427	C6orf25
2428	C6orf47
2429	C6orf48
2430	C6orf49
2431	C6orf52
2432	C6orf58
2433	C6orf62
2434	C6orf89
2435	C7
2436	C7orf25
2437	C7orf26
2438	C7orf31
2439	C7orf33
2440	C7orf34
2441	C7orf43
2442	C7orf49
2443	C7orf50
2444	C7orf55
2445	C7orf55-LUC7L2
2446	C7orf57
2447	C7orf60
2448	C7orf61
2449	C7orf62
2450	C7orf72
2451	C7orf73
2452	C7orf77
2453	C8A
2454	C8B
2455	C8G
2456	C8orf22
2457	C8orf33
2458	C8orf34
2459	C8orf37
2460	C8orf4
2461	C8orf44
2462	C8orf44-SGK3
2463	C8orf46
2464	C8orf48
2465	C8orf58
2466	C8orf59
2467	C8orf74
2468	C8orf76
2469	C8orf82
2470	C8orf86
2471	C8orf88
2472	C8orf89
2473	C9
2474	C9orf114
2475	C9orf116
2476	C9orf117
2477	C9orf129
2478	C9orf131
2479	C9orf135
2480	C9orf142
2481	C9orf152
2482	C9orf153
2483	C9orf156
2484	C9orf16
2485	C9orf171
2486	C9orf172
2487	C9orf173
2488	C9orf24
2489	C9orf3
2490	C9orf40
2491	C9orf41
2492	C9orf43
2493	C9orf47
2494	C9orf50
2495	C9orf57
2496	C9orf64
2497	C9orf66
2498	C9orf69
2499	C9orf72
2500	C9orf78
2501	C9orf84
2502	C9orf85
2503	C9orf89
2504	C9orf9
2505	C9orf91
2506	C9orf92
2507	CA1
2508	CA10
2509	CA11
2510	CA12
2511	CA13
2512	CA14
2513	CA2
2514	CA3
2515	CA4
2516	CA5A
2517	CA5B
2518	CA6
2519	CA7
2520	CA8
2521	CA9
2522	CAAP1
2523	CAB39
2524	CAB39L
2525	CABIN1
2526	CABLES1
2527	CABLES2
2528	CABP1
2529	CABP2
2530	CABP4
2531	CABP5
2532	CABP7
2533	CABS1
2534	CABYR
2535	CACFD1
2536	CACHD1
2537	CACNA1A
2538	CACNA1B
2539	CACNA1C
2540	CACNA1D
2541	CACNA1E
2542	CACNA1F
2543	CACNA1G
2544	CACNA1H
2545	CACNA1I
2546	CACNA1S
2547	CACNA2D1
2548	CACNA2D2
2549	CACNA2D3
2550	CACNA2D4
2551	CACNB1
2552	CACNB2
2553	CACNB3
2554	CACNB4
2555	CACNG1
2556	CACNG2
2557	CACNG3
2558	CACNG4
2559	CACNG5
2560	CACNG6
2561	CACNG7
2562	CACNG8
2563	CACTIN
2564	CACUL1
2565	CACYBP
2566	CAD
2567	CADM1
2568	CADM2
2569	CADM3
2570	CADM4
2571	CADPS
2572	CADPS2
2573	CAGE1
2574	CALB1
2575	CALB2
2576	CALCA
2577	CALCB
2578	CALCOCO1
2579	CALCOCO2
2580	CALCR
2581	CALCRL
2582	CALD1
2583	CALHM1
2584	CALHM2
2585	CALHM3
2586	CALM1
2587	CALM2
2588	CALM3
2589	CALML3
2590	CALML4
2591	CALML5
2592	CALML6
2593	CALN1
2594	CALR
2595	CALR3
2596	CALU
2597	CALY
2598	CAMK1
2599	CAMK1D
2600	CAMK1G
2601	CAMK2A
2602	CAMK2B
2603	CAMK2D
2604	CAMK2G
2605	CAMK2N1
2606	CAMK2N2
2607	CAMK4
2608	CAMKK1
2609	CAMKK2
2610	CAMKMT
2611	CAMKV
2612	CAMLG
2613	CAMP
2614	CAMSAP1
2615	CAMSAP2
2616	CAMSAP3
2617	CAMTA1
2618	CAMTA2
2619	CAND1
2620	CAND2
2621	CANT1
2622	CANX
2623	CAP1
2624	CAP2
2625	CAPG
2626	CAPN1
2627	CAPN10
2628	CAPN11
2629	CAPN12
2630	CAPN13
2631	CAPN14
2632	CAPN15
2633	CAPN2
2634	CAPN3
2635	CAPN5
2636	CAPN6
2637	CAPN7
2638	CAPN8
2639	CAPN9
2640	CAPNS1
2641	CAPNS2
2642	CAPRIN1
2643	CAPRIN2
2644	CAPS
2645	CAPS2
2646	CAPSL
2647	CAPZA1
2648	CAPZA2
2649	CAPZA3
2650	CAPZB
2651	CARD10
2652	CARD11
2653	CARD14
2654	CARD16
2655	CARD17
2656	CARD18
2657	CARD6
2658	CARD8
2659	CARD9
2660	CARF
2661	CARHSP1
2662	CARKD
2663	CARM1
2664	CARNS1
2665	CARS
2666	CARS2
2667	CARTPT
2668	CASC1
2669	CASC10
2670	CASC3
2671	CASC4
2672	CASC5
2673	CASD1
2674	CASK
2675	CASKIN1
2676	CASKIN2
2677	CASP1
2678	CASP10
2679	CASP12
2680	CASP14
2681	CASP16
2682	CASP2
2683	CASP3
2684	CASP4
2685	CASP5
2686	CASP6
2687	CASP7
2688	CASP8
2689	CASP8AP2
2690	CASP9
2691	CASQ1
2692	CASQ2
2693	CASR
2694	CASS4
2695	CAST
2696	CASZ1
2697	CAT
2698	CATIP
2699	CATSPER1
2700	CATSPER2
2701	CATSPER3
2702	CATSPER4
2703	CATSPERB
2704	CATSPERD
2705	CATSPERG
2706	CAV1
2707	CAV2
2708	CAV3
2709	CBFA2T2
2710	CBFA2T3
2711	CBFB
2712	CBL
2713	CBLB
2714	CBLC
2715	CBLL1
2716	CBLN1
2717	CBLN2
2718	CBLN3
2719	CBLN4
2720	CBR1
2721	CBR3
2722	CBR4
2723	CBS
2724	CBWD1
2725	CBWD2
2726	CBWD3
2727	CBWD5
2728	CBWD7
2729	CBX1
2730	CBX2
2731	CBX3
2732	CBX4
2733	CBX5
2734	CBX6
2735	CBX7
2736	CBX8
2737	CBY1
2738	CBY3
2739	CC2D1A
2740	CC2D1B
2741	CC2D2A
2742	CC2D2B
2743	CCAR1
2744	CCAR2
2745	CCBE1
2746	CCBL1
2747	CCBL2
2748	CCDC101
2749	CCDC102A
2750	CCDC102B
2751	CCDC103
2752	CCDC105
2753	CCDC106
2754	CCDC107
2755	CCDC108
2756	CCDC109B
2757	CCDC110
2758	CCDC112
2759	CCDC113
2760	CCDC114
2761	CCDC115
2762	CCDC116
2763	CCDC117
2764	CCDC12
2765	CCDC120
2766	CCDC121
2767	CCDC122
2768	CCDC124
2769	CCDC125
2770	CCDC126
2771	CCDC127
2772	CCDC129
2773	CCDC13
2774	CCDC130
2775	CCDC132
2776	CCDC134
2777	CCDC136
2778	CCDC137
2779	CCDC138
2780	CCDC14
2781	CCDC140
2782	CCDC141
2783	CCDC142
2784	CCDC144A
2785	CCDC144NL
2786	CCDC146
2787	CCDC148
2788	CCDC149
2789	CCDC15
2790	CCDC150
2791	CCDC151
2792	CCDC152
2793	CCDC153
2794	CCDC154
2795	CCDC155
2796	CCDC157
2797	CCDC158
2798	CCDC159
2799	CCDC160
2800	CCDC163P
2801	CCDC166
2802	CCDC167
2803	CCDC168
2804	CCDC169
2805	CCDC169-SOHLH2
2806	CCDC17
2807	CCDC170
2808	CCDC171
2809	CCDC172
2810	CCDC173
2811	CCDC174
2812	CCDC175
2813	CCDC176
2814	CCDC177
2815	CCDC178
2816	CCDC179
2817	CCDC18
2818	CCDC180
2819	CCDC181
2820	CCDC182
2821	CCDC183
2822	CCDC184
2823	CCDC185
2824	CCDC186
2825	CCDC22
2826	CCDC23
2827	CCDC24
2828	CCDC25
2829	CCDC27
2830	CCDC28A
2831	CCDC28B
2832	CCDC3
2833	CCDC30
2834	CCDC33
2835	CCDC34
2836	CCDC36
2837	CCDC37
2838	CCDC38
2839	CCDC39
2840	CCDC40
2841	CCDC42
2842	CCDC42B
2843	CCDC43
2844	CCDC47
2845	CCDC50
2846	CCDC51
2847	CCDC53
2848	CCDC54
2849	CCDC57
2850	CCDC58
2851	CCDC59
2852	CCDC6
2853	CCDC60
2854	CCDC61
2855	CCDC62
2856	CCDC63
2857	CCDC64
2858	CCDC64B
2859	CCDC65
2860	CCDC66
2861	CCDC67
2862	CCDC68
2863	CCDC69
2864	CCDC7
2865	CCDC70
2866	CCDC71
2867	CCDC71L
2868	CCDC73
2869	CCDC74A
2870	CCDC74B
2871	CCDC77
2872	CCDC78
2873	CCDC79
2874	CCDC8
2875	CCDC80
2876	CCDC81
2877	CCDC82
2878	CCDC83
2879	CCDC84
2880	CCDC85A
2881	CCDC85B
2882	CCDC85C
2883	CCDC86
2884	CCDC87
2885	CCDC88A
2886	CCDC88B
2887	CCDC88C
2888	CCDC89
2889	CCDC9
2890	CCDC90B
2891	CCDC91
2892	CCDC92
2893	CCDC93
2894	CCDC94
2895	CCDC96
2896	CCDC97
2897	CCER1
2898	CCER2
2899	CCHCR1
2900	CCIN
2901	CCK
2902	CCKAR
2903	CCKBR
2904	CCL1
2905	CCL11
2906	CCL13
2907	CCL14
2908	CCL15
2909	CCL16
2910	CCL17
2911	CCL18
2912	CCL19
2913	CCL2
2914	CCL20
2915	CCL21
2916	CCL22
2917	CCL23
2918	CCL24
2919	CCL25
2920	CCL26
2921	CCL27
2922	CCL28
2923	CCL3
2924	CCL3L1
2925	CCL3L3
2926	CCL4
2927	CCL4L2
2928	CCL5
2929	CCL7
2930	CCL8
2931	CCM2
2932	CCM2L
2933	CCNA1
2934	CCNA2
2935	CCNB1
2936	CCNB1IP1
2937	CCNB2
2938	CCNB3
2939	CCNC
2940	CCND1
2941	CCND2
2942	CCND3
2943	CCNDBP1
2944	CCNE1
2945	CCNE2
2946	CCNF
2947	CCNG1
2948	CCNG2
2949	CCNH
2950	CCNI
2951	CCNI2
2952	CCNJ
2953	CCNJL
2954	CCNK
2955	CCNL1
2956	CCNL2
2957	CCNO
2958	CCNT1
2959	CCNT2
2960	CCNY
2961	CCNYL1
2962	CCP110
2963	CCPG1
2964	CCR1
2965	CCR10
2966	CCR2
2967	CCR3
2968	CCR4
2969	CCR5
2970	CCR6
2971	CCR7
2972	CCR8
2973	CCR9
2974	CCRL2
2975	CCRN4L
2976	CCS
2977	CCSAP
2978	CCSER1
2979	CCSER2
2980	CCT2
2981	CCT3
2982	CCT4
2983	CCT5
2984	CCT6A
2985	CCT6B
2986	CCT7
2987	CCT8
2988	CCT8L2
2989	CCZ1
2990	CCZ1B
2991	CD101
2992	CD109
2993	CD14
2994	CD151
2995	CD160
2996	CD163
2997	CD163L1
2998	CD164
2999	CD164L2
3000	CD177
3001	CD180
3002	CD19
3003	CD1A
3004	CD1B
3005	CD1C
3006	CD1D
3007	CD1E
3008	CD2
3009	CD200
3010	CD200R1
3011	CD200R1L
3012	CD207
3013	CD209
3014	CD22
3015	CD226
3016	CD24
3017	CD244
3018	CD247
3019	CD248
3020	CD27
3021	CD274
3022	CD276
3023	CD28
3024	CD2AP
3025	CD2BP2
3026	CD300A
3027	CD300C
3028	CD300E
3029	CD300LB
3030	CD300LD
3031	CD300LF
3032	CD300LG
3033	CD302
3034	CD320
3035	CD33
3036	CD34
3037	CD36
3038	CD37
3039	CD38
3040	CD3D
3041	CD3E
3042	CD3EAP
3043	CD3G
3044	CD4
3045	CD40
3046	CD40LG
3047	CD44
3048	CD46
3049	CD47
3050	CD48
3051	CD5
3052	CD52
3053	CD53
3054	CD55
3055	CD58
3056	CD59
3057	CD5L
3058	CD6
3059	CD63
3060	CD68
3061	CD69
3062	CD7
3063	CD70
3064	CD72
3065	CD74
3066	CD79A
3067	CD79B
3068	CD80
3069	CD81
3070	CD82
3071	CD83
3072	CD84
3073	CD86
3074	CD8A
3075	CD8B
3076	CD9
3077	CD93
3078	CD96
3079	CD99
3080	CD99L2
3081	CDA
3082	CDADC1
3083	CDAN1
3084	CDC123
3085	CDC14A
3086	CDC14B
3087	CDC16
3088	CDC20
3089	CDC20B
3090	CDC23
3091	CDC25A
3092	CDC25B
3093	CDC25C
3094	CDC26
3095	CDC27
3096	CDC34
3097	CDC37
3098	CDC37L1
3099	CDC40
3100	CDC42
3101	CDC42BPA
3102	CDC42BPB
3103	CDC42BPG
3104	CDC42EP1
3105	CDC42EP2
3106	CDC42EP3
3107	CDC42EP4
3108	CDC42EP5
3109	CDC42SE1
3110	CDC42SE2
3111	CDC45
3112	CDC5L
3113	CDC6
3114	CDC7
3115	CDC73
3116	CDCA2
3117	CDCA3
3118	CDCA4
3119	CDCA5
3120	CDCA7
3121	CDCA7L
3122	CDCA8
3123	CDCP1
3124	CDCP2
3125	CDH1
3126	CDH10
3127	CDH11
3128	CDH12
3129	CDH13
3130	CDH15
3131	CDH16
3132	CDH17
3133	CDH18
3134	CDH19
3135	CDH2
3136	CDH20
3137	CDH22
3138	CDH23
3139	CDH24
3140	CDH26
3141	CDH3
3142	CDH4
3143	CDH5
3144	CDH6
3145	CDH7
3146	CDH8
3147	CDH9
3148	CDHR1
3149	CDHR2
3150	CDHR3
3151	CDHR4
3152	CDHR5
3153	CDIP1
3154	CDIPT
3155	CDK1
3156	CDK10
3157	CDK11A
3158	CDK11B
3159	CDK12
3160	CDK13
3161	CDK14
3162	CDK15
3163	CDK16
3164	CDK17
3165	CDK18
3166	CDK19
3167	CDK2
3168	CDK20
3169	CDK2AP1
3170	CDK2AP2
3171	CDK3
3172	CDK4
3173	CDK5
3174	CDK5R1
3175	CDK5R2
3176	CDK5RAP1
3177	CDK5RAP2
